"Number","Start Time","End Time","Duration","Symbol Duration","Text"
"97","00:05:12,171","00:05:17,000","4.829","0.09658","but you call for tolerance, not Facebook emotions."
"98","00:05:17,000","00:05:19,704","2.704","0.09013333333333334","I am the same with my viewers."
"99","00:05:19,729","00:05:24,350","4.621","0.05849367088607595","I say, try to understand a person who has seen these circumstances in this way."
"100","00:05:25,000","00:05:31,000","6.0","0.10714285714285714","And, probably, from 1991 and we will start... From 1989."
"101","00:05:31,000","00:05:32,338","1.338","0.0446","Do we have to start from 1989?"
"102","00:05:32,363","00:05:33,363","1.0","0.1","Well, yes."
"103","00:05:33,388","00:05:37,752","4.364","0.09091666666666666","At the BBC, I even remember, on August 16, 1989,"
"104","00:05:37,777","00:05:39,681","1.904","0.04533333333333333","my voice sounded there for the first time."
"105","00:05:39,706","00:05:42,659","2.953","0.05369090909090909","That is, you are an inoagent speaking today's language."
"106","00:05:42,684","00:05:43,684","1.0","0.1","I'm worse."
"107","00:05:43,709","00:05:46,709","3.0","0.125","I didn't think about it."
"108","00:05:46,734","00:05:50,734","4.0","0.057971014492753624","In Russian, there is such a saying, eyes are afraid, hands are doing."
"109","00:05:51,000","00:05:53,000","2.0","0.09523809523809523","I had the same thing."
"110","00:05:53,000","00:05:59,000","6.0","0.0759493670886076","And I was already somewhere at the end of the 90s, at the beginning of the 00s,"
"111","00:05:59,000","00:06:04,000","5.0","0.1","I looked into the Penal Code of the Ukrainian SSR."
"112","00:06:04,000","00:06:06,000","2.0","0.05555555555555555","There was no Penal Code of the USSR."
"113","00:06:06,000","00:06:08,000","2.0","0.06896551724137931","What could be with me, right?"
"114","00:06:08,000","00:06:10,219","2.219","0.05997297297297297","Each republic had its own Penal Code."
"115","00:06:10,841","00:06:14,841","4.0","0.0449438202247191","I found, there is an article about the betrayal of the homeland in the form of espionage."
"116","00:06:15,000","00:06:19,363","4.363","0.1038809523809524","The main basis of it, it is to get a gain."
"117","00:06:19,894","00:06:22,419","2.525","0.050499999999999996","And since I worked at the BBC and received a gain,"
"118","00:06:22,444","00:06:25,444","3.0","0.0625","I betrayed my homeland in the form of espionage."
"119","00:06:26,164","00:06:28,000","1.836","0.08742857142857144","15 years or shooting."
"120","00:06:28,865","00:06:29,663","0.798","0.15960000000000002","Cool."
"121","00:06:29,688","00:06:31,975","2.287","0.0486595744680851","So... Mr. Mykola, you found a job for yourself."
"122","00:06:32,000","00:06:33,000","1.0","0.05263157894736842","I just didn't know."
"123","00:06:33,000","00:06:37,000","4.0","0.057971014492753624","Maybe if I had read it then, if someone had suggested the Penal Code,"
"124","00:06:37,000","00:06:39,000","2.0","0.0425531914893617","I might have said, no, no, no, let's not do it."
"125","00:06:39,000","00:06:41,515","2.515","0.048365384615384616","And what did the work at the BBC look like? Tell me."
"126","00:06:42,808","00:06:43,808","1.0","0.1","Well, how?"
"127","00:06:43,833","00:06:44,833","1.0","0.125","In 1989."
"128","00:06:44,858","00:06:48,561","3.703","0.08816666666666666","In 1989 it was... Well, it was a disaster."
"129","00:06:48,586","00:06:53,450","4.864","0.06572972972972972","Because you didn't even... Well, first of all, I'll tell you subjectively."
"130","00:06:53,475","00:06:58,271","4.796","0.0749375","My first half of the year, I don't have much time, once a month,"
"131","00:06:58,296","00:07:00,000","1.704","0.03872727272727273","two times a month, maybe three times a month"
"132","00:07:00,462","00:07:05,000","4.538","0.09261224489795919","my temperature jumped to 40 degrees for one hour."
"133","00:07:06,359","00:07:11,000","4.641","0.116025","After an hour, it dropped again to 36.6."
"134","00:07:14,502","00:07:16,000","1.498","0.0651304347826087","And then I kept living."
"135","00:07:16,000","00:07:18,000","2.0","0.05555555555555555","And then there was the report again."
"136","00:07:18,749","00:07:23,164","4.415","0.05733766233766234","And then it was... Well, it wasn't now, I pressed, you called, and that's it."
"137","00:07:23,189","00:07:25,286","2.097","0.087375","And then I had to order."
"138","00:07:25,681","00:07:27,311","1.63","0.040749999999999995","So, tell me, there was no office, right?"
"139","00:07:27,336","00:07:28,469","1.133","0.04926086956521739","Well, I don't remember."
"140","00:07:28,494","00:07:29,494","1.0","0.03571428571428571","People think it's an office."
"141","00:07:29,519","00:07:31,000","1.481","0.13463636363636364","073 or 079."
"142","00:07:31,000","00:07:34,000","3.0","0.15","You call 073 or 079."
"143","00:07:34,526","00:07:35,526","1.0","0.058823529411764705","I still remember."
"144","00:07:35,551","00:07:39,000","3.449","0.04155421686746988","And you say, the girl is from Smolny, but not from Smolny, the girl is from London."
"145","00:07:39,663","00:07:42,000","2.337","0.049723404255319154","Obviously, a major is sitting next to the girl."
"146","00:07:42,774","00:07:46,000","3.226","0.052885245901639344","And he is recording all the people who are calling in London."
"147","00:07:46,000","00:07:54,000","8.0","0.11267605633802817","And when one calls the BBC, it's obvious that he is not only signaling."
"148","00:07:54,000","00:08:00,000","6.0","0.1111111111111111","Well, I was then shown by the mayor of Odesa, Gurvits."
"149","00:08:00,000","00:08:02,000","2.0","0.11764705882352941","He laughed a lot."
"150","00:08:02,000","00:08:03,000","1.0","0.034482758620689655","We met in the Verkhovna Rada."
"151","00:08:03,000","00:08:07,000","4.0","0.0784313725490196","He showed me... So, there was already independence,"
"152","00:08:07,000","00:08:12,000","5.0","0.06493506493506493","but top officials received on the table the interception of the radio voices."
"153","00:08:12,655","00:08:16,000","3.345","0.0696875","And he showed me, like, the enemy of the people."
"154","00:08:16,000","00:08:21,000","5.0","0.0684931506849315","Here is Veresen, here is such a... And there was also the word 'secrecy.'"
"155","00:08:21,000","00:08:24,000","3.0","0.1111111111111111","What did you say in London?"
"156","00:08:24,000","00:08:26,000","2.0","0.05405405405405406","Everything that could be listened to."
"157","00:08:26,000","00:08:28,000","2.0","0.045454545454545456","It was very funny, because you could listen,"
"158","00:08:28,000","00:08:32,409","4.409","0.07227868852459016","and the next morning you could look at yourself at the table."
"159","00:08:32,433","00:08:34,000","1.566","0.05592857142857143","The same thing as yesterday."
"160","00:08:34,000","00:08:38,328","4.329","0.050929411764705876","Yesterday, as a normal citizen, you could catch the BBC frequency if it wasn't muted."
"161","00:08:38,354","00:08:39,395","1.041","0.061235294117647054","And listen to it."
"162","00:08:39,419","00:08:42,203","2.783","0.05351923076923077","And Shcherbitsky got it on the table in the morning."
"163","00:08:42,227","00:08:43,436","1.208","0.10066666666666667","Printed one."
"164","00:08:44,269","00:08:46,269","2.0","0.05714285714285714","And why did the choice fall on you?"
"165","00:08:46,520","00:08:49,174","2.654","0.12063636363636364","Nobody wanted to work."
"166","00:08:49,878","00:08:52,000","2.122","0.0663125","Well, who wants to go to prison?"
"167","00:08:52,000","00:08:53,000","1.0","0.037037037037037035","Who wants to go to Siberia?"
"168","00:08:53,000","00:08:54,000","1.0","0.0625","Nobody wants to."
"169","00:08:54,000","00:08:55,589","1.589","0.06356","It's just Veresen, idiot."
"170","00:08:56,000","00:08:59,000","3.0","0.1","That's why I got there myself."
"171","00:08:59,576","00:09:04,000","4.424","0.058210526315789476","And that's why somehow they... Well, there are no such people there anymore."
"172","00:09:04,000","00:09:06,416","2.416","0.11504761904761904","Those were old times."
"173","00:09:06,441","00:09:09,553","3.112","0.07237209302325581","It was such a classic BBC, Russian service."
"174","00:09:09,578","00:09:11,000","1.422","0.0444375","Well, there were no others then."
"175","00:09:11,566","00:09:14,000","2.434","0.0760625","Then the Ukrainian one appeared."
"176","00:09:14,000","00:09:20,000","6.0","0.08108108108108109","And when Techer came here, Chornovyl asked her why there was no Ukrainian."
"177","00:09:20,000","00:09:22,341","2.341","0.08072413793103449","And she said, well, we can't."
"178","00:09:22,366","00:09:25,000","2.634","0.039313432835820894","How many languages do we have on the territory of the Soviet Union?"
"179","00:09:25,543","00:09:28,000","2.457","0.07226470588235294","Only 15 languages of the republic."
"180","00:09:28,000","00:09:30,162","2.162","0.094","There is also autonomy."
"181","00:09:30,432","00:09:32,000","1.568","0.04237837837837838","She says we don't have such a budget."
"182","00:09:32,000","00:09:35,000","3.0","0.1","We can't speak every language."
"183","00:09:35,000","00:09:36,000","1.0","0.03571428571428571","Well, that's a lot of money."
"184","00:09:36,000","00:09:38,000","2.0","0.07142857142857142","It all costs a lot of money."
"185","00:09:38,000","00:09:42,000","4.0","0.08","And so there was a Russian service, a classic one."
"186","00:09:42,000","00:09:46,000","4.0","0.058823529411764705","And they treated me very well because I think they didn't understand"
"187","00:09:46,000","00:09:48,000","2.0","0.08","why the hell I needed it."
"188","00:09:48,543","00:09:50,607","2.064","0.12141176470588236","A spy in Ukraine."
"189","00:09:50,632","00:09:52,000","1.368","0.08047058823529413","A spy in Ukraine."
"190","00:09:52,000","00:09:54,000","2.0","0.14285714285714285","Yes, yes, yes."
"191","00:09:54,000","00:09:58,000","4.0","0.07017543859649122","Well, I was lucky today because Veresen came in February."
"192","00:09:58,000","00:10:01,000","3.0","0.07317073170731707","And why did Veresen appear, in principle?"
"193","00:10:01,754","00:10:10,409","8.655","0.0951098901098901","Oh, it's so delusional... It's so... As I tell you now, it's not far from here, by the way."
"194","00:10:10,434","00:10:12,433","1.999","0.06057575757575758","It's quite close to the madhouse."
"195","00:10:12,458","00:10:15,496","3.038","0.07065116279069766","A car will come after me from the madhouse."
"196","00:10:15,521","00:10:18,000","2.479","0.09916","So, I wasn't a dissident."
"197","00:10:18,866","00:10:20,554","1.688","0.07033333333333333","But I worked at the BBC."
"198","00:10:20,579","00:10:24,000","3.421","0.05030882352941176","And among the dissidents, they investigated me for a very long time."
"199","00:10:24,000","00:10:25,451","1.451","0.022323076923076925","Well, those who were already... Well, you were even the opposite."
"200","00:10:25,476","00:10:28,000","2.524","0.09014285714285715","You were from an elite club."
"201","00:10:28,000","00:10:30,000","2.0","0.038461538461538464","No, my father was a member of the Central Committee."
"202","00:10:30,000","00:10:33,000","3.0","0.06","He was the head of the Verkhovna Rada at the time."
"203","00:10:33,245","00:10:35,245","2.0","0.05263157894736842","Well, this is such a nominal position."
"204","00:10:35,270","00:10:37,000","1.73","0.036041666666666666","Now the head of the Verkhovna Rada is something."
"205","00:10:37,000","00:10:40,000","3.0","0.06976744186046512","And then it was just... Well, gilded youth."
"206","00:10:40,000","00:10:41,000","1.0","0.05263157894736842","One way or another."
"207","00:10:41,000","00:10:42,000","1.0","0.07692307692307693","Gilded youth."
"208","00:10:42,000","00:10:46,000","4.0","0.06666666666666667","Well, among gilded youth, there was gold, there was diamond,"
"209","00:10:46,000","00:10:48,000","2.0","0.1111111111111111","and there was bad."
"210","00:10:48,000","00:10:48,646","0.646","0.09228571428571429","Really?"
"211","00:10:48,671","00:10:55,457","6.786","0.084825","Because it didn't always correspond... Your behavior didn't always correspond..."
"212","00:10:56,000","00:11:00,000","4.0","0.08","For example, if you study international relations,"
"213","00:11:00,418","00:11:03,519","3.101","0.0443","international law, international relations, then this is gold, really."
"214","00:11:03,544","00:11:04,735","1.191","0.04580769230769231","Petro Oleksievich is gold."
"215","00:11:04,760","00:11:05,760","1.0","0.25","Yes."
"216","00:11:05,785","00:11:08,785","3.0","0.06666666666666667","And there, well, all these people... And you?"
"217","00:11:08,810","00:11:14,975","6.165","0.07903846153846154","All these people, they... They went to restaurants, they lived so luxuriously."
"218","00:11:15,000","00:11:17,665","2.665","0.04441666666666667","We didn't go to restaurants because I didn't have any money."
"219","00:11:19,000","00:11:23,000","4.0","0.08333333333333333","And so it is believed that those who were there,"
"220","00:11:23,000","00:11:26,000","3.0","0.0625","we also looked at them, they were all like that."
"221","00:11:26,000","00:11:29,000","3.0","0.0967741935483871","They dressed up... Like people."
"222","00:11:29,000","00:11:31,000","2.0","0.13333333333333333","Yes, and so on."
"223","00:11:31,000","00:11:35,000","4.0","0.06557377049180328","I entered the Faculty of History because they had refused me."
"224","00:11:35,000","00:11:42,369","7.369","0.08187777777777777","I wanted to study international relations, but academician Shlipakov, Arnold Nikolayevich,"
"225","00:11:42,394","00:11:45,000","2.606","0.07043243243243243","the main internationalist of Ukraine,"
"226","00:11:45,000","00:11:53,770","8.77","0.12013698630136986","director of the Institute of International Relations and World Economics,"
"227","00:11:53,795","00:11:55,421","1.626","0.05606896551724137","he was there, now he is gone."
"228","00:11:56,396","00:12:02,104","5.708","0.07510526315789474","My father called him, we met, and he said, listen, this is not a profession."
"229","00:12:02,436","00:12:05,436","3.0","0.061224489795918366","International... This is something international."
"230","00:12:05,650","00:12:07,650","2.0","0.06896551724137931","Go to the history department."
"231","00:12:07,675","00:12:09,675","2.0","0.05405405405405406","And I went to the history department."
"232","00:12:09,700","00:12:17,700","8.0","0.10810810810810811","And so I, in August... Well, I can tell you, this is an interesting story."
"233","00:12:17,725","00:12:23,779","6.054","0.07122352941176471","I am very responsible, despite the fact that I do not look like a responsible person,"
"234","00:12:23,804","00:12:25,232","1.428","0.047599999999999996","I have never looked like that."
"235","00:12:25,698","00:12:29,888","4.19","0.052375000000000005","But I always thought, well, how do I need to... If I promised, what should I do?"
"236","00:12:30,500","00:12:31,975","1.475","0.10535714285714286","And I married."
"237","00:12:32,000","00:12:34,866","2.866","0.1508421052631579","And I had no money."
"238","00:12:34,891","00:12:37,891","3.0","0.06666666666666667","Well, I worked as a lecturer, for 105 rubles."
"239","00:12:38,094","00:12:40,516","2.422","0.0692","My wife got 110 rubles, by the way."
"240","00:12:41,000","00:12:42,000","1.0","0.09090909090909091","Remembered."
"241","00:12:42,000","00:12:44,000","2.0","0.0625","My father did not give me money."
"242","00:12:44,000","00:12:46,000","2.0","0.05263157894736842","Well, he almost did not give me money."
"243","00:12:46,000","00:12:50,000","4.0","0.12903225806451613","We had such a Calvinist family."
"244","00:12:50,675","00:12:52,000","1.325","0.0630952380952381","Such a Protestantism."
"245","00:12:52,000","00:12:55,000","3.0","0.0967741935483871","And so I was looking for a job."
"246","00:12:55,000","00:13:00,000","5.0","0.09433962264150944","I was preparing students for universities, and so on."
"247","00:13:00,000","00:13:03,000","3.0","0.08333333333333333","And I wanted... Not that I wanted..."
"248","00:13:03,000","00:13:04,000","1.0","0.07692307692307693","I thought so."
"249","00:13:04,000","00:13:11,000","7.0","0.09210526315789473","And someone told me, there is an opportunity to work on the Ukrainian radio."
"250","00:13:11,000","00:13:12,000","1.0","0.02857142857142857","I have already forgotten which one."
"251","00:13:12,000","00:13:13,000","1.0","0.024390243902439025","On the international or on the Ukrainian."
"252","00:13:13,000","00:13:14,000","1.0","0.03125","And you did not have a division?"
"253","00:13:14,000","00:13:15,794","1.794","0.03986666666666667","So that you would be teachers of history, no?"
"254","00:13:15,819","00:13:16,611","0.792","0.033","There was no such thing?"
"255","00:13:16,636","00:13:17,929","1.293","0.053875","No. So I was a lecturer."
"256","00:13:17,954","00:13:18,954","1.0","0.07692307692307693","Oh, you were."
"257","00:13:18,979","00:13:21,566","2.587","0.0615952380952381","I worked for 105 rubles. I was a lecturer."
"258","00:13:22,560","00:13:24,560","2.0","0.08333333333333333","Well, that's not enough."
"259","00:13:24,585","00:13:26,000","1.415","0.033690476190476194","And besides that, I wanted something else."
"260","00:13:26,000","00:13:28,000","2.0","0.058823529411764705","School or university or institute?"
"261","00:13:28,000","00:13:29,000","1.0","0.3333333333333333","No."
"262","00:13:29,025","00:13:32,175","3.15","0.126","It was a pedagogy school."
"263","00:13:32,205","00:13:45,819","13.614","0.16602439024390245","And I was thinking, how could I work somewhere else for 30 rubles, for 10, for 20."
"264","00:13:46,890","00:13:51,000","4.11","0.1580769230769231","And here I had corruption."
"265","00:13:51,000","00:13:53,000","2.0","0.0625","Here I had a case of corruption."
"266","00:13:54,486","00:13:59,809","5.323","0.09678181818181819","I started walking around important people on the radio."
"267","00:14:00,336","00:14:02,538","2.202","0.050045454545454546","And one of the important people told me that"
"268","00:14:02,562","00:14:05,927","3.365","0.0686734693877551","his daughter does not know whether she will enter"
"269","00:14:05,952","00:14:07,669","1.717","0.08176190476190477","a pedagogical school."
"270","00:14:08,010","00:14:09,565","1.555","0.04712121212121212","And it was so very popular there."
"271","00:14:09,590","00:14:15,240","5.65","0.09416666666666668","The number of people in one place was some kind of terrible."
"272","00:14:15,841","00:14:23,597","7.756","0.11240579710144928","He says, if you help my daughter to enter, then I will take you here."
"273","00:14:24,929","00:14:28,340","3.411","0.08319512195121952","Since I am a bad corruptionist, I went to"
"274","00:14:28,365","00:14:30,365","2.0","0.05405405405405406","the headmaster and told him all this."
"275","00:14:30,390","00:14:32,947","2.557","0.09834615384615385","There is such a situation."
"276","00:14:33,975","00:14:35,975","2.0","0.06451612903225806","Then the headmaster came to me."
"277","00:14:36,301","00:14:40,943","4.642","0.06928358208955225","And told me not to panic, that the girl knows school subjects well."
"278","00:14:40,968","00:14:43,682","2.714","0.08754838709677419","That is, no bribing was needed."
"279","00:14:44,095","00:14:47,983","3.888","0.06373770491803278","And I came to that boy and said, here it is, I did something."
"280","00:14:48,008","00:14:52,468","4.46","0.07193548387096774","And, of course, as always, the Soviet Union has never changed,"
"281","00:14:52,492","00:14:55,719","3.227","0.0370919540229885","and the modern Ukraine is also such that it is possible to promise, but not to fulfill."
"282","00:14:55,743","00:14:56,407","0.664","0.11066666666666668","So no?"
"283","00:14:56,432","00:15:06,000","9.568","0.11668292682926829","And I go out in such a gloom from Khreshchatyk 26, and there is such a girl Katya."
"284","00:15:06,000","00:15:09,468","3.468","0.09633333333333333","It was just such a strange time when"
"285","00:15:09,492","00:15:14,548","5.056","0.11758139534883721","Gorbachev let for the first time foreigners"
"286","00:15:14,572","00:15:16,316","1.744","0.044717948717948715","into the territory of the Soviet Union."
"287","00:15:16,697","00:15:18,894","2.197","0.05633333333333333","Previously, if you did not have a goal,"
"288","00:15:18,918","00:15:24,538","5.62","0.0878125","a student, a tourist, a relative, that is, just Vasya Pupkin ..."
"289","00:15:24,563","00:15:27,000","2.437","0.04130508474576271","This is now the United States of America, roughly speaking."
"290","00:15:27,000","00:15:32,000","5.0","0.060240963855421686","No, no, anyone can be there, depending on whether they will give you a visa or not."
"291","00:15:32,000","00:15:37,708","5.708","0.09206451612903226","And here you just couldn't say, I'm going to the Soviet Union."
"292","00:15:37,732","00:15:39,000","1.268","0.0551304347826087","What will you do there?"
"293","00:15:39,000","00:15:45,000","6.0","0.07692307692307693","And I'll just come, settle in a hotel, I'll live there, and go to exhibitions."
"294","00:15:46,391","00:15:52,627","6.236","0.09307462686567164","Well, this Katya is walking around, and I'm going in a gloomy mood,"
"295","00:15:52,652","00:15:55,662","3.01","0.07717948717948718","and she says to me, why are you gloomy?"
"296","00:15:55,687","00:15:58,268","2.581","0.064525","This is the first foreign English woman,"
"297","00:15:58,292","00:16:01,521","3.229","0.06458","who was probably the first in Kyiv, who just came,"
"298","00:16:01,545","00:16:03,272","1.727","0.0421219512195122","rented an apartment, and started to live."
"299","00:16:03,297","00:16:09,000","5.703","0.08386764705882353","Well, as if now you could go to Warsaw or London if you have a visa."
"300","00:16:10,512","00:16:13,000","2.488","0.04694339622641509","And I say, well, yes, and I tell her the whole story."
"301","00:16:13,000","00:16:18,000","5.0","0.06944444444444445","She says, listen, I used to work at ... At the BBC, the Russian service."
